price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,log_price,price_per_sqft,total_rooms,bath_bed_ratio,has_parking
4620000,5010,3,1,2,1,0,1,0,0,0,0,1,0,15.345905263057922,922.1556886227545,4,0.3333333333333333,0
4613000,4510,4,2,2,1,0,1,0,0,0,0,1,0,15.344388962539957,1022.8381374722838,6,0.5,0
4585000,4000,3,1,2,1,0,0,0,0,1,0,0,0,15.338300663672703,1146.25,4,0.3333333333333333,1
4585000,3840,3,1,2,1,0,0,0,0,1,1,1,0,15.338300663672703,1194.0104166666667,4,0.3333333333333333,1
4550000,3760,3,1,1,1,0,0,0,0,2,0,1,0,15.330637790927133,1210.1063829787233,4,0.3333333333333333,1
4550000,3640,3,1,2,1,0,0,0,1,0,0,0,0,15.330637790927133,1250.0,4,0.3333333333333333,0
4550000,2550,3,1,2,1,0,1,0,0,0,0,0,0,15.330637790927133,1784.313725490196,4,0.3333333333333333,0
4550000,5320,3,1,2,1,1,1,0,0,0,1,1,0,15.330637790927133,855.2631578947369,4,0.3333333333333333,0
4550000,5360,3,1,2,1,0,0,0,0,2,1,0,1,15.330637790927133,848.8805970149253,4,0.3333333333333333,1
4550000,3520,3,1,1,1,0,0,0,0,0,1,1,0,15.330637790927133,1292.6136363636363,4,0.3333333333333333,0
4550000,8400,4,1,4,1,0,0,0,0,3,0,0,1,15.330637790927133,541.6666666666666,5,0.25,1
4543000,4100,2,2,1,1,1,1,0,0,0,0,1,0,15.32909814474154,1108.0487804878048,4,1.0,0
4543000,4990,4,2,2,1,1,1,0,0,0,1,0,0,15.32909814474154,910.4208416833667,6,0.5,0
4515000,3510,3,1,3,1,0,0,0,0,0,0,1,0,15.322915744833223,1286.3247863247864,4,0.3333333333333333,0
4515000,3450,3,1,2,1,0,1,0,0,1,0,1,0,15.322915744833223,1308.695652173913,4,0.3333333333333333,1
4515000,9860,3,1,1,1,0,0,0,0,0,0,1,0,15.322915744833223,457.9107505070994,4,0.3333333333333333,0
4515000,3520,2,1,2,1,0,0,0,0,0,1,0,0,15.322915744833223,1282.6704545454545,3,0.5,0
4480000,4510,4,1,2,1,0,0,0,1,2,0,1,0,15.315133604391168,993.3481152993348,5,0.25,1
4480000,5885,2,1,1,1,0,0,0,1,1,0,0,1,15.315133604391168,761.2574341546305,3,0.5,1
4480000,4000,3,1,2,1,0,0,0,0,2,0,0,0,15.315133604391168,1120.0,4,0.3333333333333333,1
4480000,8250,3,1,1,1,0,0,0,0,0,0,0,0,15.315133604391168,543.030303030303,4,0.3333333333333333,0
4480000,4040,3,1,2,1,0,0,0,0,1,0,1,0,15.315133604391168,1108.9108910891089,4,0.3333333333333333,1
4473000,6360,2,1,1,1,0,1,0,1,1,0,0,0,15.313569882414985,703.3018867924528,3,0.5,1
4473000,3162,3,1,2,1,0,0,0,1,1,0,0,0,15.313569882414985,1414.6110056925995,4,0.3333333333333333,1
4473000,3510,3,1,2,1,0,0,0,0,0,0,1,0,15.313569882414985,1274.3589743589744,4,0.3333333333333333,0
4445000,3750,2,1,1,1,1,1,0,0,0,0,1,0,15.307290426930143,1185.3333333333333,3,0.5,0
4410000,3968,3,1,2,0,0,0,0,0,0,0,1,0,15.299385247423029,1111.391129032258,4,0.3333333333333333,0
4410000,4900,2,1,2,1,0,1,0,0,0,0,1,0,15.299385247423029,900.0,3,0.5,0
4403000,2880,3,1,2,1,0,0,0,0,0,1,1,0,15.297796684737891,1528.8194444444443,4,0.3333333333333333,0
4403000,4880,3,1,1,1,0,0,0,0,2,1,0,1,15.297796684737891,902.2540983606557,4,0.3333333333333333,1
4403000,4920,3,1,2,1,0,0,0,0,1,0,1,0,15.297796684737891,894.9186991869918,4,0.3333333333333333,1
4382000,4950,4,1,2,1,0,0,0,1,0,0,1,0,15.29301579913755,885.2525252525253,5,0.25,0
4375000,3900,3,1,2,1,0,0,0,0,0,0,0,1,15.291417077773852,1121.7948717948718,4,0.3333333333333333,0
4340000,4500,3,2,3,1,0,0,1,0,1,0,0,0,15.283384906076588,964.4444444444445,5,0.6666666666666666,1
4340000,1905,5,1,2,0,0,1,0,0,0,0,1,0,15.283384906076588,2278.215223097113,6,0.2,0
4340000,4075,3,1,1,1,1,1,0,0,2,0,1,0,15.283384906076588,1065.0306748466257,4,0.3333333333333333,1
4340000,3500,4,1,2,1,0,0,0,0,2,0,0,0,15.283384906076588,1240.0,5,0.25,1
4340000,6450,4,1,2,1,0,0,0,0,0,0,1,0,15.283384906076588,672.8682170542636,5,0.25,0
4319000,4032,2,1,1,1,0,1,0,0,0,0,0,0,15.278534451942837,1071.1805555555557,3,0.5,0
4305000,4400,2,1,1,1,0,0,0,0,1,0,1,0,15.275287695843968,978.4090909090909,3,0.5,1
4305000,10360,2,1,1,1,0,0,0,0,1,1,1,0,15.275287695843968,415.5405405405405,3,0.5,1
4277000,3400,3,1,2,1,0,1,0,0,2,1,1,0,15.268762387209046,1257.9411764705883,4,0.3333333333333333,1
4270000,6360,2,1,1,1,0,0,0,0,0,0,0,0,15.267124385204808,671.3836477987421,3,0.5,0
4270000,6360,2,1,2,1,0,0,0,0,0,0,0,1,15.267124385204808,671.3836477987421,3,0.5,0
4270000,4500,2,1,1,1,0,0,0,1,2,0,0,0,15.267124385204808,948.8888888888889,3,0.5,1
4270000,2175,3,1,2,0,1,1,0,1,0,0,0,1,15.267124385204808,1963.2183908045977,4,0.3333333333333333,0
4270000,4360,4,1,2,1,0,0,0,0,0,0,0,0,15.267124385204808,979.3577981651376,5,0.25,0
4270000,7770,2,1,1,1,0,0,0,0,1,0,0,0,15.267124385204808,549.5495495495495,3,0.5,1
4235000,6650,3,1,2,1,1,0,0,0,0,0,1,0,15.258893886068291,636.8421052631579,4,0.3333333333333333,0
4235000,2787,3,1,1,1,0,1,0,0,0,1,0,0,15.258893886068291,1519.5550771438823,4,0.3333333333333333,0
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,1,15.250595083253597,763.6363636363636,4,0.3333333333333333,0
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,1,15.250595083253597,833.3333333333334,4,0.3333333333333333,0
4200000,5850,2,1,1,1,1,1,0,0,2,0,1,0,15.250595083253597,717.9487179487179,3,0.5,1
4200000,2610,4,3,2,0,0,0,0,0,0,0,1,0,15.250595083253597,1609.1954022988505,7,0.75,0
4200000,2953,3,1,2,1,0,1,0,1,0,0,0,1,15.250595083253597,1422.2824246528953,4,0.3333333333333333,0
4200000,2747,4,2,2,0,0,0,0,0,0,0,1,0,15.250595083253597,1528.9406625409538,6,0.5,0
4200000,4410,2,1,1,0,0,0,0,0,1,0,0,1,15.250595083253597,952.3809523809524,3,0.5,1
4200000,4000,4,2,2,0,0,0,0,0,0,0,1,0,15.250595083253597,1050.0,6,0.5,0
4200000,2325,3,1,2,0,0,0,0,0,0,0,1,0,15.250595083253597,1806.4516129032259,4,0.3333333333333333,0
4200000,4600,3,2,2,1,0,0,0,1,1,0,1,0,15.250595083253597,913.0434782608696,5,0.6666666666666666,1
4200000,3640,3,2,2,1,0,1,0,0,0,0,0,1,15.250595083253597,1153.8461538461538,5,0.6666666666666666,0
4200000,5800,3,1,1,1,0,0,1,0,2,0,1,0,15.250595083253597,724.1379310344828,4,0.3333333333333333,1
4200000,7000,3,1,1,1,0,0,0,0,3,0,0,0,15.250595083253597,600.0,4,0.3333333333333333,1
4200000,4079,3,1,3,1,0,0,0,0,0,0,1,0,15.250595083253597,1029.6641333660211,4,0.3333333333333333,0
4200000,3520,3,1,2,1,0,0,0,0,0,1,1,0,15.250595083253597,1193.1818181818182,4,0.3333333333333333,0
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,1,15.250595083253597,1958.041958041958,4,0.3333333333333333,1
4200000,4500,3,1,1,1,0,1,0,0,0,0,0,0,15.250595083253597,933.3333333333334,4,0.3333333333333333,0
4193000,8250,3,1,1,1,0,1,0,0,3,0,1,0,15.2489270261529,508.24242424242425,4,0.3333333333333333,1
4193000,3450,3,1,2,1,0,0,0,0,1,0,1,0,15.2489270261529,1215.3623188405797,4,0.3333333333333333,1
4165000,4840,3,1,2,1,0,0,0,0,1,0,1,0,15.24222683358308,860.5371900826447,4,0.3333333333333333,1
4165000,4080,3,1,2,1,0,0,0,0,2,0,1,0,15.24222683358308,1020.8333333333334,4,0.3333333333333333,1
4165000,4046,3,1,2,1,0,1,0,0,1,0,1,0,15.24222683358308,1029.4117647058824,4,0.3333333333333333,1
4130000,4632,4,1,2,1,0,0,0,1,0,0,1,0,15.233787964937216,891.6234887737478,5,0.25,0
4130000,5985,3,1,1,1,0,1,0,0,0,0,1,0,15.233787964937216,690.0584795321637,4,0.3333333333333333,0
4123000,6060,2,1,1,1,0,1,0,0,1,0,1,0,15.232091611689038,680.3630363036303,3,0.5,1
4098500,3600,3,1,1,1,0,1,0,1,0,1,0,0,15.226131611075223,1138.4722222222222,4,0.3333333333333333,0
4095000,3680,3,2,2,1,0,0,0,0,0,0,1,0,15.225277275269306,1112.7717391304348,5,0.6666666666666666,0
4095000,4040,2,1,2,1,0,0,0,0,1,0,1,0,15.225277275269306,1013.6138613861386,3,0.5,1
4095000,5600,2,1,1,1,0,0,0,1,0,0,1,0,15.225277275269306,731.25,3,0.5,0
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,1,15.216693531577915,688.1355932203389,6,0.5,1
4060000,4992,3,2,2,1,0,0,0,0,2,0,0,1,15.216693531577915,813.3012820512821,5,0.6666666666666666,1
4060000,4340,3,1,1,1,0,0,0,0,0,0,1,0,15.216693531577915,935.483870967742,4,0.3333333333333333,0
4060000,3000,4,1,3,1,0,1,0,1,2,0,1,0,15.216693531577915,1353.3333333333333,5,0.25,1
4060000,4320,3,1,2,1,0,0,0,0,2,1,0,0,15.216693531577915,939.8148148148148,4,0.3333333333333333,1
4025000,3630,3,2,2,1,0,0,1,0,2,0,1,0,15.208035468834801,1108.8154269972451,5,0.6666666666666666,1
4025000,3460,3,2,1,1,0,1,0,1,1,0,0,0,15.208035468834801,1163.2947976878613,5,0.6666666666666666,1
4025000,5400,3,1,1,1,0,0,0,0,3,0,1,0,15.208035468834801,745.3703703703703,4,0.3333333333333333,1
4007500,4500,3,1,2,0,0,1,0,1,0,0,1,0,15.203678163465845,890.5555555555555,4,0.3333333333333333,0
4007500,3460,4,1,2,1,0,0,0,1,0,0,1,0,15.203678163465845,1158.236994219653,5,0.25,0
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,1,15.199301788866046,973.170731707317,5,0.25,0
3990000,6480,3,1,2,0,0,0,0,1,1,0,1,0,15.199301788866046,615.7407407407408,4,0.3333333333333333,1
3990000,4500,3,2,2,0,0,1,0,1,0,0,1,0,15.199301788866046,886.6666666666666,5,0.6666666666666666,0
3990000,3960,3,1,2,1,0,0,0,0,0,0,0,0,15.199301788866046,1007.5757575757576,4,0.3333333333333333,0
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,1,15.199301788866046,985.1851851851852,3,0.5,0
3920000,7260,3,2,1,1,1,1,0,0,3,0,0,0,15.181602211766645,539.9449035812672,5,0.6666666666666666,1
3920000,5500,4,1,2,1,1,1,0,0,0,0,1,0,15.181602211766645,712.7272727272727,5,0.25,0
3920000,3000,3,1,2,1,0,0,0,0,0,0,1,0,15.181602211766645,1306.6666666666667,4,0.3333333333333333,0
3920000,3290,2,1,1,1,0,0,1,0,1,0,0,0,15.181602211766645,1191.4893617021276,3,0.5,1
3920000,3816,2,1,1,1,0,1,0,1,2,0,0,0,15.181602211766645,1027.2536687631027,3,0.5,1
3920000,8080,3,1,1,1,0,0,0,1,2,0,1,0,15.181602211766645,485.1485148514852,4,0.3333333333333333,1
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,1,15.181602211766645,1827.5058275058275,6,0.5,0
3885000,3780,2,1,2,1,1,1,0,0,0,0,1,0,15.172633541783885,1027.7777777777778,3,0.5,0
3885000,3180,4,2,2,1,0,0,0,0,0,0,0,0,15.172633541783885,1221.698113207547,6,0.5,0
3850000,5300,5,2,2,1,0,0,0,0,0,0,1,0,15.163583706263967,726.4150943396227,7,0.4,0
3850000,3180,2,2,1,1,0,1,0,0,2,0,1,0,15.163583706263967,1210.691823899371,4,1.0,1
3850000,7152,3,1,2,1,0,0,0,1,0,0,0,0,15.163583706263967,538.3109619686801,4,0.3333333333333333,0
3850000,4080,2,1,1,1,0,0,0,0,0,0,1,0,15.163583706263967,943.6274509803922,3,0.5,0
3850000,3850,2,1,1,1,0,0,0,0,0,0,1,0,15.163583706263967,1000.0,3,0.5,0
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,0,15.163583706263967,1910.6699751861042,4,0.3333333333333333,0
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,0,15.163583706263967,1769.3014705882354,3,0.5,0
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,1,15.159940714985465,1145.0746268656717,4,0.3333333333333333,0
3815000,3150,2,2,1,0,0,1,0,0,0,0,1,0,15.154451222700695,1211.111111111111,4,1.0,0
3780000,4820,3,1,2,1,0,0,0,0,0,0,1,0,15.14523456759577,784.2323651452282,4,0.3333333333333333,0
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,0,15.14523456759577,1105.2631578947369,3,0.5,1
3780000,3600,2,1,1,1,0,0,0,0,0,0,1,0,15.14523456759577,1050.0,3,0.5,0
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,1,15.14523456759577,648.3704974271012,3,0.5,1
3780000,2856,3,1,3,1,0,0,0,0,0,1,0,0,15.14523456759577,1323.5294117647059,4,0.3333333333333333,0
3780000,8400,2,1,1,1,0,0,0,0,1,0,0,0,15.14523456759577,450.0,3,0.5,1
3773000,8250,3,1,1,1,0,0,0,0,2,0,0,0,15.143380998946448,457.3333333333333,4,0.3333333333333333,1
3773000,2520,5,2,1,0,0,1,0,1,1,0,0,0,15.143380998946448,1497.2222222222222,7,0.4,1
3773000,6930,4,1,2,0,0,0,0,0,1,0,0,0,15.143380998946448,544.4444444444445,5,0.25,1
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,0,15.135932174933457,1076.1494252873563,3,0.5,0
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,1,15.126542434583618,1030.5555555555557,4,0.3333333333333333,1
3710000,4040,2,1,1,1,0,0,0,0,0,0,1,0,15.126542434583618,918.3168316831683,3,0.5,0
3710000,6020,3,1,1,1,0,0,0,0,0,0,1,0,15.126542434583618,616.2790697674419,4,0.3333333333333333,0
3710000,4050,2,1,1,1,0,0,0,0,0,0,0,0,15.126542434583618,916.0493827160494,3,0.5,0
3710000,3584,2,1,1,1,0,0,1,0,0,0,1,0,15.126542434583618,1035.15625,3,0.5,0
3703000,3120,3,1,2,0,0,1,1,0,0,0,1,0,15.12465385989575,1186.8589743589744,4,0.3333333333333333,0
3703000,5450,2,1,1,1,0,0,0,0,0,0,0,0,15.12465385989575,679.4495412844037,3,0.5,0
3675000,3630,2,1,1,1,0,1,0,0,0,0,0,0,15.117063690629074,1012.396694214876,3,0.5,0
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,1,15.117063690629074,1012.396694214876,3,0.5,0
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,0,15.117063690629074,651.5957446808511,3,0.5,0
3675000,3600,2,1,1,1,0,0,0,0,0,0,0,0,15.117063690629074,1020.8333333333334,3,0.5,0
3640000,4280,2,1,1,1,0,0,0,1,2,0,1,0,15.107494239612924,850.4672897196261,3,0.5,1
3640000,3570,3,1,2,1,0,1,0,0,0,0,1,0,15.107494239612924,1019.6078431372549,4,0.3333333333333333,0
3640000,3180,3,1,2,0,0,1,0,0,0,0,1,0,15.107494239612924,1144.6540880503144,4,0.3333333333333333,0
3640000,3000,2,1,2,1,0,0,0,1,0,0,0,0,15.107494239612924,1213.3333333333333,3,0.5,0
3640000,3520,2,2,1,1,0,1,0,0,0,0,1,0,15.107494239612924,1034.090909090909,4,1.0,0
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,1,15.107494239612924,610.738255033557,4,0.3333333333333333,0
3640000,4130,3,2,2,1,0,0,0,0,2,0,1,0,15.107494239612924,881.3559322033898,5,0.6666666666666666,1
3640000,2850,3,2,2,0,0,1,0,0,0,1,0,1,15.107494239612924,1277.1929824561403,5,0.6666666666666666,0
3640000,2275,3,1,3,1,0,0,1,1,0,1,1,0,15.107494239612924,1600.0,4,0.3333333333333333,0
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,1,15.10556931120334,1032.1022727272727,4,0.3333333333333333,1
3605000,4500,2,1,1,1,0,0,0,0,0,0,1,0,15.097832328701186,801.1111111111111,3,0.5,0
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,0,15.097832328701186,901.25,3,0.5,0
3570000,3150,3,1,2,1,0,1,0,0,0,0,0,0,15.088076153755821,1133.3333333333333,4,0.3333333333333333,0
3570000,4500,4,2,2,1,0,1,0,0,2,0,0,0,15.088076153755821,793.3333333333334,6,0.5,1
3570000,4500,2,1,1,0,0,0,0,0,0,0,0,0,15.088076153755821,793.3333333333334,3,0.5,0
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,1,15.088076153755821,980.7692307692307,3,0.5,0
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,1,15.07822385731281,918.1818181818181,4,0.3333333333333333,1
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,0,15.068273526459642,825.4716981132076,4,0.3333333333333333,0
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,1,15.068273526459642,958.9041095890411,4,0.3333333333333333,0
3500000,4600,4,1,2,1,0,0,0,0,0,0,1,0,15.068273526459642,760.8695652173913,5,0.25,0
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,1,15.068273526459642,1639.344262295082,5,0.6666666666666666,0
3500000,3036,3,1,2,1,0,1,0,0,0,0,1,0,15.068273526459642,1152.832674571805,4,0.3333333333333333,0
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,0,15.068273526459642,877.1929824561404,4,0.3333333333333333,0
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,1,15.068273526459642,471.4439655172414,4,0.3333333333333333,0
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,1,15.068273526459642,1005.7471264367816,4,0.3333333333333333,0
3500000,3600,6,1,2,1,0,0,0,0,1,0,0,1,15.068273526459642,972.2222222222222,7,0.16666666666666666,1
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,0,15.068273526459642,961.5384615384615,3,0.5,1
3500000,5900,2,1,1,1,0,0,0,0,1,0,0,0,15.068273526459642,593.2203389830509,3,0.5,1
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,1,15.068273526459642,1121.7948717948718,4,0.3333333333333333,1
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,0,15.068273526459642,476.1904761904762,3,0.5,1
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,1,15.068273526459642,996.5831435079726,3,0.5,1
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,1,15.068273526459642,368.42105263157896,4,0.3333333333333333,1
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,1,15.068273526459642,595.2380952380952,3,0.5,0
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,1,15.068273526459642,270.39555006180467,4,0.3333333333333333,0
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,1,15.066271523788968,712.8571428571429,4,0.3333333333333333,0
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,1,15.05822319060614,1132.3529411764705,4,0.3333333333333333,0
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,1,15.05822319060614,651.3157894736842,3,0.5,1
3465000,2145,3,1,3,1,0,0,0,0,0,1,0,0,15.05822319060614,1615.3846153846155,4,0.3333333333333333,0
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,1,15.048070819142122,857.5,3,0.5,0
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,1,15.048070819142122,1076.923076923077,3,0.5,1
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,1,15.048070819142122,890.9090909090909,4,0.3333333333333333,0
3430000,2145,3,1,3,1,0,0,0,0,0,1,0,0,15.048070819142122,1599.067599067599,4,0.3333333333333333,0
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,1,15.048070819142122,1314.176245210728,4,0.3333333333333333,0
3430000,1950,3,2,2,1,0,1,0,0,0,1,0,1,15.048070819142122,1758.974358974359,5,0.6666666666666666,0
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,1,15.046027917512323,847.2772277227723,3,0.5,0
3395000,4785,3,1,2,1,1,1,0,1,1,0,0,0,15.037814318974933,709.5088819226751,4,0.3333333333333333,1
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,1,15.037814318974933,984.0579710144928,4,0.3333333333333333,1
3395000,3640,2,1,1,1,0,0,0,0,0,0,0,0,15.037814318974933,932.6923076923077,3,0.5,0
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,1,15.027451531939388,960.0,5,0.25,1
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,0,15.027451531939388,677.4193548387096,5,0.25,0
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,1,15.027451531939388,815.5339805825242,3,0.5,0
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,1,15.027451531939388,707.3684210526316,3,0.5,0
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,1,15.027451531939388,903.2258064516129,3,0.5,0
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,1,15.027451531939388,896.0,4,0.3333333333333333,0
3360000,3100,3,1,2,0,0,1,0,0,0,0,1,0,15.027451531939388,1083.8709677419354,4,0.3333333333333333,0
3360000,3185,2,1,1,1,0,1,0,0,2,0,0,0,15.027451531939388,1054.9450549450548,3,0.5,1
3353000,2700,3,1,1,0,0,0,0,0,0,0,0,0,15.025366025448365,1241.851851851852,4,0.3333333333333333,0
3332000,2145,3,1,2,1,0,1,0,0,0,1,0,0,15.01908328226887,1553.3799533799533,4,0.3333333333333333,0
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,1,15.016980232072092,823.019801980198,3,0.5,1
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,1,15.016980232072092,696.3350785340314,5,0.25,0
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,1,15.006398122741555,1316.0,3,0.5,0
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,1,15.006398122741555,1034.5911949685535,5,0.25,0
3290000,6060,3,1,1,1,1,1,0,0,0,0,0,0,15.006398122741555,542.9042904290429,4,0.3333333333333333,0
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,0,15.006398122741555,945.4022988505748,5,0.25,1
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,0,15.006398122741555,867.6160337552743,5,0.25,0
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,1,15.006398122741555,814.3564356435644,3,0.5,0
3290000,2145,3,1,2,1,0,1,0,0,0,1,0,0,15.006398122741555,1533.7995337995337,4,0.3333333333333333,0
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,1,15.006398122741555,559.5238095238095,4,0.3333333333333333,1
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,0,14.995702833624806,723.3333333333334,3,0.5,0
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,1,14.995702833624806,828.2442748091603,3,0.5,0
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,1,14.989230319119189,888.4615384615385,5,0.25,0
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,1,14.98489191752059,736.8421052631579,4,0.3333333333333333,0
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,1,14.98489191752059,1199.7019374068554,3,0.5,1
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,1,14.98489191752059,745.3703703703703,4,0.3333333333333333,1
3220000,3120,3,1,2,0,0,0,0,0,0,0,0,0,14.98489191752059,1032.051282051282,4,0.3333333333333333,0
3150000,3450,1,1,1,1,0,0,0,0,0,0,0,0,14.962913010801817,913.0434782608696,2,1.0,0
3150000,3986,2,2,1,0,1,1,0,0,1,0,0,1,14.962913010801817,790.2659307576517,4,1.0,1
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,0,14.962913010801817,900.0,3,0.5,0
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,0,14.962913010801817,769.2307692307693,3,0.5,1
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,1,14.962913010801817,1909.090909090909,4,0.3333333333333333,0
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,0,14.962913010801817,913.0434782608696,4,0.3333333333333333,0
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,0,14.962913010801817,466.6666666666667,3,0.5,0
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,0,14.962913010801817,350.0,4,0.3333333333333333,1
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,1,14.962913010801817,1026.392961876833,3,0.5,1
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,1,14.960688315779704,698.4444444444445,4,0.3333333333333333,0
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,1,14.95622402265102,569.4267515923567,4,0.3333333333333333,0
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,0,14.952974902096178,1300.604670558799,4,0.3333333333333333,0
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,1,14.951739710203691,1038.3333333333333,4,0.3333333333333333,0
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,1,14.951739710203691,809.0909090909091,4,0.3333333333333333,0
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,1,14.951739710203691,890.0,3,0.5,0
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,1,14.942710303484297,381.1111111111111,3,0.5,1
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,1,14.940440154949757,620.9677419354839,3,0.5,0
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,0,14.940440154949757,1425.9259259259259,4,0.3333333333333333,0
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,1,14.940440154949757,996.7637540453075,3,0.5,0
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,0,14.940440154949757,684.4444444444445,3,0.5,1
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,1,14.929011459126134,801.3157894736842,3,0.5,0
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,0,14.917450636725059,974.1100323624595,4,0.3333333333333333,0
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,0,14.917450636725059,929.0123456790124,4,0.3333333333333333,1
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,0,14.917450636725059,1061.7283950617284,3,0.5,0
3010000,4600,2,1,1,1,0,0,0,0,0,0,0,0,14.917450636725059,654.3478260869565,3,0.5,0
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,1,14.917450636725059,592.9866036249015,4,0.3333333333333333,0
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,1,14.917450636725059,802.6666666666666,4,0.3333333333333333,0
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,0,14.917450636725059,829.2011019283747,5,0.25,1
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,1,14.915122346965468,373.04347826086956,3,0.5,0
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,1,14.905754596961867,683.59375,5,0.25,1
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,0,14.901037607083728,987.0,3,0.5,0
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,1,14.893920139314865,502.56410256410254,4,0.3333333333333333,1
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,1,14.893920139314865,592.741935483871,3,0.5,0
